job_id,job_title,company,company_name,company_id,location,job_description,keywords,experience,education,salary,job-time
JOB100693,Data Analyst,NextGen Systems,NextGen Systems,COM005,Remote,"We are looking for a Data Analyst to join NextGen Systems. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Sc. qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,B.Sc.,₹6-10 LPA,Full-Time
JOB101705,AI Engineer,Aster Technologies,Aster Technologies,COM012,"Gurugram, Haryana","We are looking for a AI Engineer to join Aster Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",0-1 Years,B.Sc.,₹5-8 LPA,Full-Time
JOB101737,Business Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Hyderabad, Telangana","We are looking for a Business Analyst to join FinEdge Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, NumPy, SQL",0-1 Years,Bachelor's Degree,₹2.5-4 LPA,Internship
JOB100383,Software Engineer,FinEdge Technologies,FinEdge Technologies,COM006,"Chennai, Tamil Nadu","We are looking for a Software Engineer to join FinEdge Technologies. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Java, Spring Boot, SQL, REST API",3-5 Years,BCA,₹6-10 LPA,Contract
JOB101272,Data Engineer,Aster Technologies,Aster Technologies,COM012,"Pune, Maharashtra","We are looking for a Data Engineer to join Aster Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",5-8 Years,Bachelor's Degree,₹5-8 LPA,Remote
JOB100975,  junior data analyst ,BluePeak Digital,BluePeak Digital,COM011,"Mumbai, Maharashtra","We are looking for a Junior Data Analyst to join BluePeak Digital. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Master's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",8+ Years,Master's Degree,₹6-10 LPA,Internship
JOB101144,Business Analyst,Quantix Analytics,Quantix Analytics,COM009,"Pune, Maharashtra","We are looking for a Business Analyst to join Quantix Analytics. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Spark, Python, SQL, AWS",8+ Years,Bachelor's Degree,₹3-5 LPA,Remote
JOB101551,ML Engineer,Infosphere Analytics,Infosphere Analytics,COM002,"Nashik, Maharashtra","We are looking for a ML Engineer to join Infosphere Analytics. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and MBA qualification are preferred.","Python, SQL, AWS, ETL",5-8 Years,MBA,₹8-12 LPA,Full-Time
JOB102179,Software Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,Remote,"We are looking for a Software Engineer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Tech / B.E. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,B.Tech / B.E.,₹10-16 LPA,Remote
JOB102079,BI Analyst,Aster Technologies,Aster Technologies,COM012,Remote,"We are looking for a BI Analyst to join Aster Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and BCA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",0-1 Years,BCA,₹6-10 LPA,Full-Time
JOB100663,Software Engineer,InsightWorks,InsightWorks,COM007,"Nagpur, Maharashtra","We are looking for a Software Engineer to join InsightWorks. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,MBA,₹10-16 LPA,Part-Time
JOB102039,Software Engineer,DataBridge Labs,DataBridge Labs,COM004,"Chennai, Tamil Nadu","We are looking for a Software Engineer to join DataBridge Labs. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and BCA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,BCA,₹4-7 LPA,Full-Time
JOB101157,ML Engineer,Quantix Analytics,Quantix Analytics,COM009,"Chennai, Tamil Nadu",,"Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Any Graduate,₹5-8 LPA,Full-Time
JOB101356,Python Developer,InsightWorks,InsightWorks,COM007,"Nagpur, Maharashtra","We are looking for a Python Developer to join InsightWorks. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",2-4 Years,BCA,₹3-5 LPA,Full-Time
JOB100077,Data Analyst,TechNova Solutions,TechNova Solutions,COM001,"Hyderabad, Telangana","We are looking for a Data Analyst to join TechNova Solutions. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and MBA qualification are preferred.","Spark, Python, SQL, AWS",3-5 Years,MBA,₹10-16 LPA,Full-Time
JOB101728,Data Scientist,DataBridge Labs,DataBridge Labs,COM004,"Gurugram, Haryana","We are looking for a Data Scientist to join DataBridge Labs. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",0-1 Years,B.Sc.,₹10-16 LPA,Internship
JOB100790,Product Analyst,TechNova Solutions,,COM001,"Bengaluru, Karnataka","We are looking for a Product Analyst to join TechNova Solutions. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",3-5 Years,BCA,₹3-5 LPA,Remote
JOB102421,Data Scientist,FinEdge Technologies,FinEdge Technologies,COM006,Delhi NCR,"We are looking for a Data Scientist to join FinEdge Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",2-4 Years,Bachelor's Degree,₹5-8 LPA,Contract
JOB100010,Data Scientist,DataBridge Labs,DataBridge Labs,COM004,"Mumbai, Maharashtra","We are looking for a Data Scientist to join DataBridge Labs. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Sc. qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,B.Sc.,₹5-8 LPA,Contract
JOB102075,Python Developer,Aster Technologies,Aster Technologies,COM012,"Pune, Maharashtra","We are looking for a Python Developer to join Aster Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","SQL, Power BI, Excel, DAX",5-8 Years,Master's Degree,₹5-8 LPA,Part-Time
JOB101328,Junior Data Analyst,Infosphere Analytics,Infosphere Analytics,COM002,Remote,"We are looking for a Junior Data Analyst to join Infosphere Analytics. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Bachelor's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",5-8 Years,Bachelor's Degree,₹3-5 LPA,Remote
JOB100534,SQL Developer,DataBridge Labs,DataBridge Labs,COM004,Remote,"We are looking for a SQL Developer to join DataBridge Labs. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Tech / B.E. qualification are preferred.","Python, Pandas, NumPy, SQL",5-8 Years,B.Tech / B.E.,₹8-12 LPA,Remote
JOB100889,Software Engineer,bytecraft solutions,ByteCraft Solutions,COM008,"Nashik, Maharashtra","We are looking for a Software Engineer to join ByteCraft Solutions. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",8+ Years,Bachelor's Degree,₹2.5-4 LPA,Part-Time
JOB100127,BI Analyst,Aster Technologies,Aster Technologies,COM012,"Mumbai, Maharashtra","We are looking for a BI Analyst to join Aster Technologies. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Master's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Master's Degree,₹3-5 LPA,Contract
JOB100704,Junior Data Analyst,cloudmatrix technologies,CloudMatrix Technologies,COM003,"Chennai, Tamil Nadu","We are looking for a Junior Data Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,Any Graduate,₹10-16 LPA,Contract
JOB102053,Data Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,"Bengaluru, Karnataka","We are looking for a Data Analyst to join ByteCraft Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Excel, Power BI, SQL, Data Visualization",2-4 Years,Bachelor's Degree,₹5-8 LPA,Remote
JOB102108,ML Engineer,Aster Technologies,ASTER TECHNOLOGIES,COM012,"Hyderabad, Telangana","We are looking for a ML Engineer to join Aster Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and B.Tech / B.E. qualification are preferred.","Python, Pandas, NumPy, SQL",2-4 Years,B.Tech / B.E.,₹4-7 LPA,Full-Time
JOB102220,Data Engineer,Aster Technologies,Aster Technologies,COM012,"Ahmedabad, Gujarat","We are looking for a Data Engineer to join Aster Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and MBA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",2-4 Years,MBA,₹6-10 LPA,Part-Time
JOB101566,Junior Data Analyst,Quantix Analytics,Quantix Analytics,COM009,"Noida, Uttar Pradesh","We are looking for a Junior Data Analyst to join Quantix Analytics. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",0-1 Years,B.Sc.,₹8-12 LPA,Full-Time
JOB101658,Business Analyst,Infosphere Analytics,Infosphere Analytics,COM002,Delhi NCR,"We are looking for a Business Analyst to join Infosphere Analytics. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",1-3 Years,B.Tech / B.E.,₹10-16 LPA,Internship
JOB100850,Financial Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Ahmedabad, Gujarat","We are looking for a Financial Analyst to join FinEdge Technologies. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Any Graduate qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",0-1 Years,Any Graduate,₹6-10 LPA,Contract
JOB101062,Data Engineer,Infosphere Analytics,Infosphere Analytics,COM002,"Hyderabad, Telangana","We are looking for a Data Engineer to join Infosphere Analytics. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and BCA qualification are preferred.","Excel, Power BI, SQL, Data Visualization",8+ Years,BCA,₹10-16 LPA,Part-Time
JOB100900,Product Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join FinEdge Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Sc. qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,B.Sc.,₹5-8 LPA,Contract
JOB100890,Power BI Developer,FinEdge Technologies,FinEdge Technologies,COM006,"Gurugram, Haryana","We are looking for a Power BI Developer to join FinEdge Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Master's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Master's Degree,₹3-5 LPA,Full-Time
JOB100324,Business Analyst,Quantix Analytics,Quantix Analytics,COM009,REMOTE,"We are looking for a Business Analyst to join Quantix Analytics. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","SQL, Power BI, Excel, DAX",8+ Years,MBA,,Internship
JOB100319,Business Analyst,InsightWorks,InsightWorks,COM007,"Nagpur, Maharashtra","We are looking for a Business Analyst to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Any Graduate qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,Any Graduate,₹4-7 LPA,Remote
JOB100726,ML Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Pune, Maharashtra","We are looking for a ML Engineer to join ByteCraft Solutions. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and Master's Degree qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",0-1 Years,Master's Degree,₹4-7 LPA,Full-Time
JOB102425,ML Engineer,TechNova Solutions,TechNova Solutions,COM001,"Pune, Maharashtra","We are looking for a ML Engineer to join TechNova Solutions. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Any Graduate qualification are preferred.","SQL, Power BI, Excel, DAX",1-3 Years,Any Graduate,₹3-5 LPA,Part-Time
JOB102385,BI Analyst,NextGen Systems,NextGen Systems,COM005,"Ahmedabad, Gujarat","We are looking for a BI Analyst to join NextGen Systems. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and BCA qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",2-4 Years,BCA,₹4-7 LPA,Internship
JOB101010,SQL Developer,BluePeak Digital,BluePeak Digital,COM011,"Ahmedabad, Gujarat","We are looking for a SQL Developer to join BluePeak Digital. The candidate should have experience with Tableau, SQL, Excel, Business Intelligence. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and BCA qualification are preferred.","Tableau, SQL, Excel, Business Intelligence",3-5 Years,BCA,₹4-7 LPA,Part-Time
JOB102422,ML Engineer,InsightWorks,InsightWorks,COM007,"Nashik, Maharashtra","We are looking for a ML Engineer to join InsightWorks. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and MBA qualification are preferred.","SQL, Power BI, Excel, DAX",0-1 Years,MBA,₹5-8 LPA,Internship
JOB101014,Junior Data Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Noida, Uttar Pradesh","We are looking for a Junior Data Analyst to join Innovexa Pvt Ltd. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Any Graduate qualification are preferred.","Python, SQL, AWS, ETL",3-5 Years,Any Graduate,₹8-12 LPA,Part-Time
JOB102469,Data Analyst,TechNova Solutions,TechNova Solutions,COM001,"Pune, Maharashtra","We are looking for a Data Analyst to join TechNova Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 2-4 Years experience and Bachelor's Degree qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",2-4 Years,Bachelor's Degree,₹3-5 LPA,Part-Time
JOB102298,Data Scientist,ByteCraft Solutions,ByteCraft Solutions,COM008,"Pune, Maharashtra","We are looking for a Data Scientist to join ByteCraft Solutions. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Spark, Python, SQL, AWS",3-5 Years,Bachelor's Degree,₹4-7 LPA,Remote
JOB100838,AI Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,"Hyderabad, Telangana","We are looking for a AI Engineer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Tech / B.E. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",5-8 Years,B.Tech / B.E.,₹6-10 LPA,Contract
JOB100035,SQL Developer,InsightWorks,InsightWorks,COM007,"Gurugram, Haryana",,"Python, Pandas, NumPy, SQL",8+ Years,Bachelor's Degree,₹8-12 LPA,Full-Time
JOB102313,MIS Executive,ByteCraft Solutions,ByteCraft Solutions,COM008,"Mumbai, Maharashtra","We are looking for a MIS Executive to join ByteCraft Solutions. The candidate should have experience with Java, Spring Boot, SQL, REST API. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.",,1-3 Years,MBA,₹4-7 LPA,Part-Time
JOB101667,AI Engineer,InsightWorks,InsightWorks,COM007,Delhi NCR,,"Python, Pandas, Machine Learning, Scikit-learn",0-1 Years,Master's Degree,₹2.5-4 LPA,Remote
JOB100647,SQL Developer,BluePeak Digital,BluePeak Digital,COM011,"Ahmedabad, Gujarat","We are looking for a SQL Developer to join BluePeak Digital. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and BCA qualification are preferred.","SQL, Power BI, Excel, DAX",1-3 Years,BCA,₹4-7 LPA,Internship
JOB101351,Junior Data Analyst,NextGen Systems,NextGen Systems,COM005,"Ahmedabad, Gujarat","We are looking for a Junior Data Analyst to join NextGen Systems. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Sc. qualification are preferred.",,3-5 Years,B.Sc.,₹3-5 LPA,Contract
JOB101956,Junior Data Analyst,FinEdge Technologies,,COM006,"Gurugram, Haryana","We are looking for a Junior Data Analyst to join FinEdge Technologies. The candidate should have experience with Python, SQL, AWS, ETL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and Master's Degree qualification are preferred.","Python, SQL, AWS, ETL",5-8 Years,Master's Degree,₹3-5 LPA,Contract
JOB100437,Software Engineer,ByteCraft Solutions,ByteCraft Solutions,COM008,Delhi NCR,"We are looking for a Software Engineer to join ByteCraft Solutions. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Bachelor's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",3-5 Years,Bachelor's Degree,₹5-8 LPA,Internship
JOB101435,Financial Analyst,DataBridge Labs,DataBridge Labs,COM004,"Chennai, Tamil Nadu","We are looking for a Financial Analyst to join DataBridge Labs. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Any Graduate qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,Any Graduate,₹8-12 LPA,Internship
JOB101799,AI Engineer,NextGen Systems,NextGen Systems,COM005,"Ahmedabad, Gujarat","We are looking for a AI Engineer to join NextGen Systems. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and B.Tech / B.E. qualification are preferred.","SQL, Power BI, Excel, DAX",1-3 Years,B.Tech / B.E.,₹4-7 LPA,Full-Time
JOB100326,Data Analyst,ByteCraft Solutions,ByteCraft Solutions,COM008,Delhi NCR,"We are looking for a Data Analyst to join ByteCraft Solutions. The candidate should have experience with Excel, Power BI, SQL, Data Visualization. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and B.Tech / B.E. qualification are preferred.","Excel, Power BI, SQL, Data Visualization",3-5 Years,B.Tech / B.E.,₹5-8 LPA,Part-Time
JOB102327,Data Analyst,CloudMatrix Technologies,CloudMatrix Technologies,COM003,"Mumbai, Maharashtra","We are looking for a Data Analyst to join CloudMatrix Technologies. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Tech / B.E. qualification are preferred.","Python, Pandas, NumPy, SQL",8+ Years,B.Tech / B.E.,₹2.5-4 LPA,Internship
JOB100902,BI Analyst,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Nagpur, Maharashtra","We are looking for a BI Analyst to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, NumPy, SQL. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and MBA qualification are preferred.","Python, Pandas, NumPy, SQL",1-3 Years,MBA,₹3-5 LPA,Part-Time
JOB102041,Python Developer,Innovexa Pvt Ltd,Innovexa Pvt Ltd,COM010,"Noida, Uttar Pradesh","We are looking for a Python Developer to join Innovexa Pvt Ltd. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and MBA qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",8+ Years,MBA,₹2.5-4 LPA,Contract
JOB100993,Power BI Developer,InsightWorks,InsightWorks,COM007,"Nashik, Maharashtra","We are looking for a Power BI Developer to join InsightWorks. The candidate should have experience with Spark, Python, SQL, AWS. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 5-8 Years experience and B.Sc. qualification are preferred.","Spark, Python, SQL, AWS",5-8 Years,B.Sc.,₹2.5-4 LPA,Full-Time
JOB100391,Product Analyst,TechNova Solutions,TechNova Solutions,COM001,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join TechNova Solutions. The candidate should have experience with Python, Pandas, Machine Learning, Scikit-learn. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 1-3 Years experience and Any Graduate qualification are preferred.","Python, Pandas, Machine Learning, Scikit-learn",1-3 Years,Any Graduate,₹8-12 LPA,Part-Time
JOB102252,Python Developer,NextGen Systems,NextGen Systems,COM005,"Mumbai, Maharashtra","We are looking for a Python Developer to join NextGen Systems. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and Bachelor's Degree qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,Bachelor's Degree,₹8-12 LPA,Internship
JOB101761,Business Analyst,FinEdge Technologies,FinEdge Technologies,COM006,"Mumbai, Maharashtra","We are looking for a Business Analyst to join FinEdge Technologies. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 0-1 Years experience and B.Sc. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",0-1 Years,B.Sc.,₹8-12 LPA,Full-Time
JOB101488,Data Engineer,InsightWorks,InsightWorks,COM007,"Chennai, Tamil Nadu","We are looking for a Data Engineer to join InsightWorks. The candidate should have experience with Python, TensorFlow, NLP, Machine Learning. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 8+ Years experience and B.Sc. qualification are preferred.","Python, TensorFlow, NLP, Machine Learning",8+ Years,B.Sc.,₹6-10 LPA,Internship
JOB102151,Python Developer,CloudMatrix Technologies,CLOUDMATRIX TECHNOLOGIES,COM003,"Hyderabad, Telangana","We are looking for a Python Developer to join CloudMatrix Technologies. The candidate should have experience with SQL, Power BI, Excel, DAX. Responsibilities include data analysis, reporting, dashboard creation, data cleaning, problem solving and collaboration with business teams. Candidates with 3-5 Years experience and Any Graduate qualification are preferred.","SQL, Power BI, Excel, DAX",3-5 Years,Any Graduate,₹3-5 LPA,Part-Time
